Date_time,No.of Black_listed_IPs
2017-08-02_1600,2615
2017-08-02_1615,2616
2017-08-02_1630,2616
2017-08-02_1645,2616
2017-08-02_1700,2616
2017-08-02_1715,2620
2017-08-02_1730,2620
2017-08-02_1745,2620
2017-08-02_1800,2620
2017-08-02_1815,2620
2017-08-02_1830,2620
2017-08-02_1845,2620
2017-08-02_1900,2620
2017-08-02_1915,2621
2017-08-02_1930,2621
2017-08-02_1945,2621
2017-08-02_2000,2621
2017-08-02_2015,2621
2017-08-02_2030,2621
2017-08-02_2045,2621
2017-08-02_2100,2621
2017-08-02_2115,2624
2017-08-02_2130,2624
2017-08-02_2145,2624
2017-08-02_2200,2624
2017-08-02_2215,2624
2017-08-02_2230,2624
2017-08-02_2245,2624
2017-08-02_2300,1612
2017-08-02_2315,1614
2017-08-02_2330,1614
2017-08-02_2345,1614
2017-08-03_0000,1614
2017-08-03_0015,1614
2017-08-03_0030,1614
2017-08-03_0045,1614
2017-08-03_0100,1614
2017-08-03_0115,1614
2017-08-03_0130,1614
2017-08-03_0145,1612
2017-08-03_0200,1612
2017-08-03_0215,1612
2017-08-03_0230,1612
2017-08-03_0245,1612
2017-08-03_0300,1612
2017-08-03_0315,1605
2017-08-03_0330,1605
2017-08-03_0345,1605
2017-08-03_0400,1605
2017-08-03_0415,1605
2017-08-03_0430,1605
2017-08-03_0445,1605
2017-08-03_0500,1605
2017-08-03_0515,1609
2017-08-03_0530,1609
2017-08-03_0545,1609
2017-08-03_0600,1609
2017-08-03_0615,1609
2017-08-03_0630,1609
2017-08-03_0645,1609
2017-08-03_0700,1609
2017-08-03_0715,1608
2017-08-03_0730,1608
2017-08-03_0745,1608
2017-08-03_0800,1608
2017-08-03_0815,1608
2017-08-03_0830,1608
2017-08-03_0845,1608
2017-08-03_0900,1608
2017-08-03_0915,1609
2017-08-03_0930,1609
2017-08-03_0945,1609
2017-08-03_1000,1609
2017-08-03_1015,1609
2017-08-03_1030,1609
2017-08-03_1045,1609
2017-08-03_1100,1609
2017-08-03_1115,1611
2017-08-03_1130,1611
2017-08-03_1145,1611
2017-08-03_1200,1611
2017-08-03_1215,1611
2017-08-03_1230,1611
2017-08-03_1245,1611
2017-08-03_1300,1611
2017-08-03_1315,1609
2017-08-03_1330,1609
2017-08-03_1345,1609
2017-08-03_1400,1609
2017-08-03_1415,1609
2017-08-03_1430,1609
2017-08-03_1445,1609
2017-08-03_1500,1609
2017-08-03_1515,1610
2017-08-03_1530,1610
2017-08-03_1545,1610
2017-08-03_1600,1610
2017-08-03_1615,1610
2017-08-03_1630,1609
2017-08-03_1645,1609
2017-08-03_1700,1609
2017-08-03_1715,1606
2017-08-03_1730,1606
2017-08-03_1745,1606
2017-08-03_1800,1606
2017-08-03_1815,1605
2017-08-03_1830,1605
2017-08-03_1845,1605
2017-08-03_1900,1605
2017-08-03_1915,1603
2017-08-03_1931,1603
2017-08-03_1945,1603
2017-08-03_2000,1603
2017-08-03_2015,1603
2017-08-03_2030,1603
2017-08-03_2045,1603
2017-08-03_2100,1603
2017-08-03_2115,1603
2017-08-03_2130,1603
2017-08-03_2145,1603
2017-08-03_2200,1603
2017-08-03_2215,1603
2017-08-03_2230,1603
2017-08-03_2245,1603
2017-08-03_2300,1603
2017-08-03_2315,1601
2017-08-03_2330,1601
2017-08-03_2345,1601
2017-08-04_0000,1601
2017-08-04_0015,1601
2017-08-04_0030,1601
2017-08-04_0045,1601
2017-08-04_0100,1601
2017-08-04_0115,1600
2017-08-04_0130,1600
2017-08-04_0145,1599
2017-08-04_0200,1599
2017-08-04_0215,1599
2017-08-04_0230,1598
2017-08-04_0245,1598
2017-08-04_0300,1598
2017-08-04_0315,1600
2017-08-04_0330,1600
2017-08-04_0345,1600
2017-08-04_0400,1600
2017-08-04_0415,1600
2017-08-04_0430,1600
2017-08-04_0445,1600
2017-08-04_0500,1600
2017-08-04_0515,1602
2017-08-04_0530,1602
2017-08-04_0545,1602
2017-08-04_0600,1602
2017-08-04_0615,1602
2017-08-04_0630,1602
2017-08-04_0645,1602
2017-08-04_0700,1602
2017-08-04_0715,1600
2017-08-04_0730,1600
2017-08-04_0745,1600
2017-08-04_0800,1600
2017-08-04_0815,1600
2017-08-04_0830,1600
2017-08-04_0845,1600
2017-08-04_0900,1600
2017-08-04_0915,1600
2017-08-04_0930,1600
2017-08-04_0945,1600
2017-08-04_1000,1600
2017-08-04_1015,1600
2017-08-04_1030,1600
2017-08-04_1045,1600
2017-08-04_1100,1600
2017-08-04_1115,1598
2017-08-04_1130,1598
2017-08-04_1145,1598
2017-08-04_1200,1598
2017-08-04_1215,1598
2017-08-04_1230,1598
2017-08-04_1245,1598
2017-08-04_1300,1598
2017-08-04_1315,1601
2017-08-04_1330,1601
2017-08-04_1345,1601
2017-08-04_1400,1601
2017-08-04_1415,1601
2017-08-04_1430,1601
2017-08-04_1445,1601
2017-08-04_1500,1601
2017-08-04_1515,1600
2017-08-04_1530,1600
2017-08-04_1545,1600
2017-08-04_1600,1600
2017-08-04_1615,1600
2017-08-04_1630,1599
2017-08-04_1645,1599
2017-08-04_1700,1599
2017-08-04_1715,1599
2017-08-04_1745,1599
2017-08-04_1800,1599
2017-08-04_1815,1599
2017-08-04_1830,1598
2017-08-04_1845,1598
2017-08-04_1900,1598
2017-08-04_1915,3478
2017-08-04_1930,3478
2017-08-04_1945,3478
2017-08-04_2000,3478
2017-08-04_2015,3542
2017-08-04_2030,3542
2017-08-04_2045,3542
2017-08-04_2100,3542
2017-08-04_2115,3543
2017-08-04_2130,3541
2017-08-04_2145,3541
2017-08-04_2200,3541
2017-08-04_2215,3718
2017-08-04_2230,3718
2017-08-04_2245,3718
2017-08-04_2300,3718
2017-08-04_2315,3715
2017-08-04_2330,3715
2017-08-04_2345,3715
2017-08-05_0000,3715
2017-08-05_0015,3715
2017-08-05_0030,3715
2017-08-05_0045,3715
2017-08-05_0100,3715
2017-08-05_0115,3717
2017-08-05_0130,3717
2017-08-05_0145,3717
2017-08-05_0200,3717
2017-08-05_0215,3716
2017-08-05_0230,3716
2017-08-05_0245,3716
2017-08-05_0300,3716
2017-08-05_0315,3713
2017-08-05_0330,3713
2017-08-05_0345,3713
2017-08-05_0400,3713
2017-08-05_0415,3713
2017-08-05_0430,3712
2017-08-05_0445,3712
2017-08-05_0500,3712
2017-08-05_0515,3712
2017-08-05_0530,3712
2017-08-05_0545,3712
2017-08-05_0600,3712
2017-08-05_0615,3712
2017-08-05_0630,4191
2017-08-05_0645,4191
2017-08-05_0700,4191
2017-08-05_0715,4190
2017-08-05_0730,4190
2017-08-05_0745,4190
2017-08-05_0800,4190
2017-08-05_0815,4190
2017-08-05_0830,4190
2017-08-05_0845,4190
2017-08-05_0900,4190
2017-08-05_0915,4194
2017-08-05_0930,4194
2017-08-05_0945,4194
2017-08-05_1000,4194
2017-08-05_1015,4194
2017-08-05_1030,4194
2017-08-05_1045,4194
2017-08-05_1100,4194
2017-08-05_1115,4191
2017-08-05_1130,4191
2017-08-05_1145,4191
2017-08-05_1200,4191
2017-08-05_1215,4191
2017-08-05_1230,4191
2017-08-05_1245,4191
2017-08-05_1300,4191
2017-08-05_1315,4189
2017-08-05_1330,4189
2017-08-05_1345,4189
2017-08-05_1400,4189
2017-08-05_1415,4189
2017-08-05_1430,4189
2017-08-05_1445,4189
2017-08-05_1500,4189
2017-08-05_1515,4189
2017-08-05_1530,4189
2017-08-05_1545,4189
2017-08-05_1600,4189
2017-08-05_1615,4189
2017-08-05_1630,4189
2017-08-05_1645,4189
2017-08-05_1700,4189
2017-08-05_1715,4188
2017-08-05_1730,4188
2017-08-05_1745,4188
2017-08-05_1800,4188
2017-08-05_1815,4188
2017-08-05_1830,4188
2017-08-05_1845,4187
2017-08-05_1900,4187
2017-08-05_1915,4191
2017-08-05_1930,4191
2017-08-05_1945,4191
2017-08-05_2000,5074
2017-08-05_2015,5074
2017-08-05_2030,5074
2017-08-05_2045,5074
2017-08-05_2100,5074
2017-08-05_2115,5073
2017-08-05_2130,5073
2017-08-05_2145,5073
2017-08-05_2200,5073
2017-08-05_2215,5073
2017-08-05_2230,5073
2017-08-05_2245,5073
2017-08-05_2300,5073
2017-08-05_2315,5072
2017-08-05_2330,5072
2017-08-05_2345,5072
2017-08-06_0000,5072
2017-08-06_0015,5072
2017-08-06_0030,5072
2017-08-06_0045,5072
2017-08-06_0100,5072
2017-08-06_0115,5070
2017-08-06_0130,5070
2017-08-06_0145,5070
2017-08-06_0200,5070
2017-08-06_0215,5070
2017-08-06_0230,5070
2017-08-06_0245,5070
2017-08-06_0300,5070
2017-08-06_0315,5065
2017-08-06_0330,5065
2017-08-06_0345,5065
2017-08-06_0400,5065
2017-08-06_0415,5065
2017-08-06_0430,5065
2017-08-06_0445,5065
2017-08-06_0500,5065
2017-08-06_0515,5068
2017-08-06_0530,5068
2017-08-06_0545,5068
2017-08-06_0600,5068
2017-08-06_0615,5068
2017-08-06_0630,5068
2017-08-06_0645,5068
2017-08-06_0700,5068
2017-08-06_0715,5068
2017-08-06_0730,5068
2017-08-06_0745,5068
2017-08-06_0800,5068
2017-08-06_0815,5068
2017-08-06_0830,5068
2017-08-06_0845,5067
2017-08-06_0900,5067
2017-08-06_0915,5069
2017-08-06_0930,5069
2017-08-06_0945,5069
2017-08-06_1000,5069
2017-08-06_1015,5069
2017-08-06_1030,5069
2017-08-06_1045,5069
2017-08-06_1100,5069
2017-08-06_1115,5064
2017-08-06_1130,5064
2017-08-06_1145,5064
2017-08-06_1200,5064
2017-08-06_1215,5064
2017-08-06_1230,5064
2017-08-06_1245,5064
2017-08-06_1300,5064
2017-08-06_1315,5069
2017-08-06_1330,5069
2017-08-06_1345,5069
2017-08-06_1400,5069
2017-08-06_1415,5069
2017-08-06_1430,5069
2017-08-06_1445,5069
2017-08-06_1500,5069
2017-08-06_1515,5062
2017-08-06_1530,5062
2017-08-06_1545,5061
2017-08-06_1600,5061
2017-08-06_1615,5061
2017-08-06_1630,5061
2017-08-06_1645,5061
2017-08-06_1700,5061
2017-08-06_1715,5063
2017-08-06_1730,5063
2017-08-06_1745,5063
2017-08-06_1800,5063
2017-08-06_1815,5062
2017-08-06_1830,5062
2017-08-06_1845,5062
2017-08-06_1900,5062
2017-08-06_1915,5060
2017-08-06_1930,5060
2017-08-06_1945,5060
2017-08-06_2000,5060
2017-08-06_2015,5060
2017-08-06_2030,5060
2017-08-06_2045,5060
2017-08-06_2100,5060
2017-08-06_2115,5061
2017-08-06_2130,5061
2017-08-06_2145,5061
2017-08-06_2200,5061
2017-08-06_2215,5061
2017-08-06_2230,5061
2017-08-06_2245,5061
2017-08-06_2300,5061
2017-08-06_2315,5059
2017-08-06_2330,5059
2017-08-06_2345,5059
2017-08-07_0000,5059
2017-08-07_0015,5059
2017-08-07_0030,5059
2017-08-07_0045,5059
2017-08-07_0100,5059
2017-08-07_0115,5057
2017-08-07_0130,5057
2017-08-07_0145,5057
2017-08-07_0200,5057
2017-08-07_0215,5057
2017-08-07_0230,5057
2017-08-07_0245,5057
2017-08-07_0300,5057
2017-08-07_0315,5056
2017-08-07_0330,5056
2017-08-07_0345,5056
2017-08-07_0400,5056
2017-08-07_0415,5056
2017-08-07_0430,5056
2017-08-07_0445,5056
2017-08-07_0500,5056
2017-08-07_0515,5056
2017-08-07_0530,5057
2017-08-07_0545,5057
2017-08-07_0600,5057
2017-08-07_0615,5057
2017-08-07_0630,5057
2017-08-07_0645,5057
2017-08-07_0700,5057
2017-08-07_0715,5059
2017-08-07_0730,5059
2017-08-07_0745,5059
2017-08-07_0800,5059
2017-08-07_0815,5059
2017-08-07_0830,5059
2017-08-07_0845,5059
2017-08-07_0900,5059
2017-08-07_0915,5057
2017-08-07_0930,5057
2017-08-07_0945,5057
2017-08-07_1000,5057
2017-08-07_1015,5057
2017-08-07_1030,5057
2017-08-07_1045,5057
2017-08-07_1100,5057
2017-08-07_1115,5060
2017-08-07_1130,5060
2017-08-07_1145,5060
2017-08-07_1200,5060
2017-08-07_1215,5060
2017-08-07_1230,5060
2017-08-07_1245,5060
2017-08-07_1300,5060
2017-08-07_1315,5066
2017-08-07_1330,5066
2017-08-07_1345,5066
2017-08-07_1400,5066
2017-08-07_1415,5066
2017-08-07_1430,5066
2017-08-07_1445,5066
2017-08-07_1500,5066
2017-08-07_1515,5070
2017-08-07_1530,5070
2017-08-07_1545,5070
2017-08-07_1600,5068
2017-08-07_1615,5068
2017-08-07_1630,5067
2017-08-07_1645,5067
2017-08-07_1700,5067
2017-08-07_1715,5071
2017-08-07_1730,5071
2017-08-07_1745,5071
2017-08-07_1800,5071
2017-08-07_1815,5071
2017-08-07_1830,5071
2017-08-07_1845,6038
2017-08-07_1900,6037
2017-08-07_1915,6035
2017-08-07_1930,6035
2017-08-07_1945,6035
2017-08-07_2000,6035
2017-08-07_2015,6095
2017-08-07_2030,6095
2017-08-07_2045,6095
2017-08-07_2100,6095
2017-08-07_2115,6093
2017-08-07_2130,6093
2017-08-07_2145,6093
2017-08-07_2200,6093
2017-08-07_2215,6094
2017-08-07_2230,6094
2017-08-07_2245,6094
2017-08-07_2300,6094
2017-08-07_2315,6088
2017-08-07_2330,6297
2017-08-07_2345,6297
2017-08-08_0000,6296
2017-08-08_0015,6295
2017-08-08_0030,6295
2017-08-08_0045,6295
2017-08-08_0100,6295
2017-08-08_0115,6296
2017-08-08_0130,6296
2017-08-08_0145,6296
2017-08-08_0200,6296
2017-08-08_0215,6296
2017-08-08_0230,6296
2017-08-08_0245,6296
2017-08-08_0300,6296
2017-08-08_0315,6291
2017-08-08_0330,6291
2017-08-08_0345,6291
2017-08-08_0400,6291
2017-08-08_0415,6291
2017-08-08_0430,6291
2017-08-08_0445,6291
2017-08-08_0500,6291
2017-08-08_0515,6295
2017-08-08_0530,6295
2017-08-08_0545,6295
2017-08-08_0600,6295
2017-08-08_0615,6295
2017-08-08_0630,6295
2017-08-08_0645,6295
2017-08-08_0700,6295
2017-08-08_0715,6291
2017-08-08_0730,6291
2017-08-08_0745,6291
2017-08-08_0800,6291
2017-08-08_0815,6291
2017-08-08_0830,6291
2017-08-08_0845,6291
2017-08-08_0900,6291
2017-08-08_0915,6293
2017-08-08_0930,6293
2017-08-08_0945,6293
2017-08-08_1000,6293
2017-08-08_1015,6293
2017-08-08_1030,6293
2017-08-08_1045,6293
2017-08-08_1100,6294
2017-08-08_1115,6298
2017-08-08_1130,6298
2017-08-08_1145,6298
2017-08-08_1200,6298
2017-08-08_1215,6298
2017-08-08_1230,6298
2017-08-08_1245,6298
2017-08-08_1300,6298
2017-08-08_1315,6299
2017-08-08_1330,6299
2017-08-08_1345,6299
2017-08-08_1400,6299
2017-08-08_1415,6299
2017-08-08_1430,6299
2017-08-08_1445,6299
2017-08-08_1500,6299
2017-08-08_1515,6297
2017-08-08_1530,6297
2017-08-08_1545,6297
2017-08-08_1600,6297
2017-08-08_1615,6297
2017-08-08_1630,6297
2017-08-08_1645,6297
2017-08-08_1700,6297
2017-08-08_1715,6302
2017-08-08_1730,6302
2017-08-08_1745,6907
2017-08-08_1800,6907
2017-08-08_1815,6907
2017-08-08_1830,6907
2017-08-08_1845,6907
2017-08-08_1900,6907
2017-08-08_1915,6907
2017-08-08_1931,6907
2017-08-08_1945,6907
2017-08-08_2000,6907
2017-08-08_2015,6907
2017-08-08_2030,6907
2017-08-08_2045,6907
2017-08-08_2100,6907
2017-08-08_2115,6908
2017-08-08_2130,6908
2017-08-08_2145,6908
2017-08-08_2200,6909
2017-08-08_2215,6909
2017-08-08_2230,6909
2017-08-08_2245,6909
2017-08-08_2300,6909
2017-08-08_2315,6905
2017-08-08_2330,6905
2017-08-08_2345,6905
2017-08-09_0000,6905
2017-08-09_0015,6904
2017-08-09_0030,6904
2017-08-09_0045,6904
2017-08-09_0100,6904
2017-08-09_0115,6901
2017-08-09_0130,6901
2017-08-09_0145,6901
2017-08-09_0200,6901
2017-08-09_0215,6901
2017-08-09_0230,6901
2017-08-09_0245,6901
2017-08-09_0300,6901
2017-08-09_0315,6898
2017-08-09_0331,6898
2017-08-09_0345,6898
2017-08-09_0400,6898
2017-08-09_0415,6898
2017-08-09_0430,6898
2017-08-09_0445,6898
2017-08-09_0500,6898
2017-08-09_0515,6898
2017-08-09_0530,6898
2017-08-09_0545,6898
2017-08-09_0600,6898
2017-08-09_0615,6898
2017-08-09_0630,6898
2017-08-09_0645,6898
2017-08-09_0700,6898
2017-08-09_0715,6897
2017-08-09_0730,6897
2017-08-09_0745,6897
2017-08-09_0800,6897
2017-08-09_0815,6897
2017-08-09_0830,6897
2017-08-09_0845,6897
2017-08-09_0900,6897
2017-08-09_0915,6897
2017-08-09_0930,6897
2017-08-09_0945,6897
2017-08-09_1000,6897
2017-08-09_1015,6897
2017-08-09_1030,6897
2017-08-09_1045,6897
2017-08-09_1100,6897
2017-08-09_1115,6896
2017-08-09_1130,6896
2017-08-09_1145,6896
2017-08-09_1200,6896
2017-08-09_1215,6896
2017-08-09_1230,6896
2017-08-09_1245,6896
2017-08-09_1300,6896
2017-08-09_1315,6899
2017-08-09_1330,6899
2017-08-09_1345,6899
2017-08-09_1400,6899
2017-08-09_1415,6899
2017-08-09_1430,6899
2017-08-09_1445,6899
2017-08-09_1500,6899
2017-08-09_1515,6894
2017-08-09_1530,6894
2017-08-09_1545,6894
2017-08-09_1600,6894
2017-08-09_1615,6895
2017-08-09_1630,6895
2017-08-09_1645,6895
2017-08-09_1700,6895
2017-08-09_1715,6899
2017-08-09_1730,6900
2017-08-09_1745,6900
2017-08-09_1800,7838
2017-08-09_1815,7838
2017-08-09_1830,7838
2017-08-09_1845,7838
2017-08-09_1900,7838
2017-08-09_1915,7837
2017-08-09_1930,7837
2017-08-09_1945,7837
2017-08-09_2000,7838
2017-08-09_2015,7839
2017-08-09_2030,7839
2017-08-09_2045,7839
2017-08-09_2100,7839
2017-08-09_2115,7839
2017-08-09_2130,7838
2017-08-09_2145,7838
2017-08-09_2200,7838
2017-08-09_2215,7838
2017-08-09_2230,7838
2017-08-09_2245,7838
2017-08-09_2300,7838
2017-08-09_2315,7837
2017-08-09_2330,7837
2017-08-09_2345,7837
2017-08-10_0000,7837
2017-08-10_0015,7837
2017-08-10_0030,7837
2017-08-10_0045,7837
2017-08-10_0100,7837
2017-08-10_0115,7836
2017-08-10_0130,7836
2017-08-10_0145,7836
2017-08-10_0200,7836
2017-08-10_0215,7836
2017-08-10_0230,7836
2017-08-10_0245,7836
2017-08-10_0300,7836
2017-08-10_0315,7835
2017-08-10_0330,7835
2017-08-10_0345,7835
2017-08-10_0400,7835
2017-08-10_0415,7834
2017-08-10_0430,7834
2017-08-10_0445,7834
2017-08-10_0500,7834
2017-08-10_0515,7834
2017-08-10_0545,7839
2017-08-10_0600,7839
2017-08-10_0615,7839
2017-08-10_0630,7839
2017-08-10_0645,7839
2017-08-10_0700,7838
2017-08-10_0715,7834
2017-08-10_0730,7834
2017-08-10_0745,7833
2017-08-10_0800,7833
2017-08-10_0815,7832
2017-08-10_0830,7832
2017-08-10_0845,7832
2017-08-10_0900,7832
2017-08-10_0915,7832
2017-08-10_0930,7832
2017-08-10_0945,7832
2017-08-10_1000,7832
2017-08-10_1015,7832
2017-08-10_1030,7832
2017-08-10_1045,7832
2017-08-10_1100,7832
2017-08-10_1115,7834
2017-08-10_1130,7834
2017-08-10_1145,7834
2017-08-10_1200,7834
2017-08-10_1215,7834
2017-08-10_1230,7834
2017-08-10_1245,7834
2017-08-10_1300,7834
2017-08-10_1315,7830
2017-08-10_1330,7830
2017-08-10_1345,7830
2017-08-10_1400,7830
2017-08-10_1415,7830
2017-08-10_1430,7830
2017-08-10_1445,7830
2017-08-10_1500,7830
2017-08-10_1515,7833
2017-08-10_1530,7834
2017-08-10_1545,7834
2017-08-10_1600,7835
2017-08-10_1615,7836
2017-08-10_1630,7836
2017-08-10_1645,7837
2017-08-10_1700,7837
2017-08-10_1715,7834
2017-08-10_1730,7834
2017-08-10_1745,7834
2017-08-10_1800,7834
2017-08-10_1815,7833
2017-08-10_1830,7833
2017-08-10_1845,7833
2017-08-10_1901,7833
2017-08-10_1915,8935
2017-08-10_1930,8935
2017-08-10_1945,8935
2017-08-10_2000,8935
2017-08-10_2015,8935
2017-08-10_2030,8935
2017-08-10_2045,8935
2017-08-10_2100,8935
2017-08-10_2115,8936
2017-08-10_2130,8936
2017-08-10_2145,8935
2017-08-10_2200,8935
2017-08-10_2215,8935
2017-08-10_2230,8935
2017-08-10_2245,8935
2017-08-10_2300,8935
2017-08-10_2315,8939
2017-08-10_2330,8939
2017-08-10_2345,8939
2017-08-11_0000,8939
2017-08-11_0015,8939
2017-08-11_0030,8939
2017-08-11_0045,8939
2017-08-11_0100,8939
2017-08-11_0115,8937
2017-08-11_0130,8937
2017-08-11_0145,8937
2017-08-11_0200,8937
2017-08-11_0215,8937
2017-08-11_0230,8937
2017-08-11_0245,8937
2017-08-11_0300,8937
2017-08-11_0315,8937
2017-08-11_0330,8937
2017-08-11_0345,8937
2017-08-11_0400,8937
2017-08-11_0415,8937
2017-08-11_0430,8937
2017-08-11_0445,8937
2017-08-11_0500,8937
2017-08-11_0515,8935
2017-08-11_0530,8935
2017-08-11_0545,8935
2017-08-11_0600,8935
2017-08-11_0615,8935
2017-08-11_0630,8935
2017-08-11_0645,8935
2017-08-11_0700,8935
2017-08-11_0715,8937
2017-08-11_0730,8937
2017-08-11_0745,8937
2017-08-11_0800,8937
2017-08-11_0815,8937
2017-08-11_0830,8937
2017-08-11_0845,8937
2017-08-11_0900,8937
2017-08-11_0915,8937
2017-08-11_0930,8937
2017-08-11_0945,8937
2017-08-11_1000,8937
2017-08-11_1015,8937
2017-08-11_1030,8937
2017-08-11_1045,8937
2017-08-11_1100,8937
2017-08-11_1115,8937
2017-08-11_1130,8937
2017-08-11_1145,8937
2017-08-11_1200,8937
2017-08-11_1215,8937
2017-08-11_1230,8937
2017-08-11_1245,8937
2017-08-11_1300,8937
2017-08-11_1315,8937
2017-08-11_1330,8937
2017-08-11_1345,8937
2017-08-11_1400,8937
2017-08-11_1415,8937
2017-08-11_1430,8937
2017-08-11_1445,8937
2017-08-11_1500,8937
2017-08-11_1515,8937
2017-08-11_1530,8937
2017-08-11_1545,8937
2017-08-11_1600,8937
2017-08-11_1615,8937
2017-08-11_1630,8937
2017-08-11_1645,8937
2017-08-11_1700,8937
2017-08-11_1715,8943
2017-08-11_1730,8943
2017-08-11_1745,8943
2017-08-11_1800,8943
2017-08-11_1815,8944
2017-08-11_1830,8944
2017-08-11_1845,8944
2017-08-11_1900,8944
2017-08-11_1915,8945
2017-08-11_1930,8945
2017-08-11_1945,8945
2017-08-11_2000,8943
2017-08-11_2015,8943
2017-08-11_2030,8942
2017-08-11_2045,8942
2017-08-11_2100,8942
2017-08-11_2115,8940
2017-08-11_2130,8940
2017-08-11_2145,8940
2017-08-11_2200,8940
2017-08-11_2215,8940
2017-08-11_2230,8940
2017-08-11_2245,8940
2017-08-11_2300,8940
2017-08-11_2315,8939
2017-08-11_2330,8939
2017-08-11_2345,8939
2017-08-12_0000,8939
2017-08-12_0015,8939
2017-08-12_0030,8939
2017-08-12_0045,8939
2017-08-12_0100,8939
2017-08-12_0115,8937
2017-08-12_0130,8937
2017-08-12_0145,8937
2017-08-12_0200,8937
2017-08-12_0215,8937
2017-08-12_0230,8937
2017-08-12_0245,8937
2017-08-12_0300,8936
2017-08-12_0315,8935
2017-08-12_0330,8935
2017-08-12_0345,8935
2017-08-12_0400,8935
2017-08-12_0415,8935
2017-08-12_0430,8935
2017-08-12_0445,8935
2017-08-12_0500,8935
2017-08-12_0515,8935
2017-08-12_0530,8937
2017-08-12_0545,8937
2017-08-12_0600,8936
2017-08-12_0615,8936
2017-08-12_0630,8936
2017-08-12_0645,8936
2017-08-12_0700,8936
2017-08-12_0715,8927
2017-08-12_0730,8927
2017-08-12_0745,8927
2017-08-12_0800,8927
2017-08-12_0815,8927
2017-08-12_0830,8927
2017-08-12_0845,8927
2017-08-12_0900,8927
2017-08-12_0915,8932
2017-08-12_0930,8932
2017-08-12_0945,8932
2017-08-12_1000,8932
2017-08-12_1015,8932
2017-08-12_1030,8932
2017-08-12_1045,8932
2017-08-12_1100,8932
2017-08-12_1115,8931
2017-08-12_1130,8931
2017-08-12_1145,8931
2017-08-12_1200,9707
2017-08-12_1215,9707
2017-08-12_1230,9707
2017-08-12_1245,9707
2017-08-12_1300,9707
2017-08-12_1315,9705
2017-08-12_1330,9705
2017-08-12_1345,9705
2017-08-12_1400,9706
2017-08-12_1415,9706
2017-08-12_1430,9706
2017-08-12_1445,9706
2017-08-12_1500,9706
2017-08-12_1515,9703
2017-08-12_1530,9703
2017-08-12_1545,9703
2017-08-12_1600,9703
2017-08-12_1615,9703
2017-08-12_1630,9703
2017-08-12_1645,9703
2017-08-12_1700,9703
2017-08-12_1715,9704
2017-08-12_1730,9704
2017-08-12_1745,9704
2017-08-12_1800,9704
2017-08-12_1815,9704
2017-08-12_1830,9704
2017-08-12_1845,9704
2017-08-12_1900,9704
2017-08-12_1915,9702
2017-08-12_1930,9702
2017-08-12_1945,9702
2017-08-12_2000,9702
2017-08-12_2015,9702
2017-08-12_2030,9702
2017-08-12_2045,9702
2017-08-12_2100,9702
2017-08-12_2115,9698
2017-08-12_2130,9698
2017-08-12_2145,9698
2017-08-12_2200,9698
2017-08-12_2215,9698
2017-08-12_2230,9698
2017-08-12_2245,9698
2017-08-12_2300,9698
2017-08-12_2315,9705
2017-08-12_2330,9705
2017-08-12_2345,9705
2017-08-13_0000,9706
2017-08-13_0015,9706
2017-08-13_0030,9706
2017-08-13_0045,9706
2017-08-13_0100,9706
2017-08-13_0115,9707
2017-08-13_0130,9707
2017-08-13_0145,9707
2017-08-13_0200,9707
2017-08-13_0215,9707
2017-08-13_0230,9707
2017-08-13_0245,9707
2017-08-13_0300,9708
2017-08-13_0315,9707
2017-08-13_0330,9707
2017-08-13_0345,9707
2017-08-13_0400,9707
2017-08-13_0415,9707
2017-08-13_0430,9707
2017-08-13_0445,9707
2017-08-13_0500,9707
2017-08-13_0515,9707
2017-08-13_0530,9706
2017-08-13_0545,9706
2017-08-13_0600,9706
2017-08-13_0615,9706
2017-08-13_0630,9706
2017-08-13_0645,9706
2017-08-13_0700,9706
2017-08-13_0715,9698
2017-08-13_0730,9698
2017-08-13_0745,9698
2017-08-13_0800,9698
2017-08-13_0815,9698
2017-08-13_0830,9698
2017-08-13_0845,9698
2017-08-13_0900,9698
2017-08-13_0915,9701
2017-08-13_0930,9701
2017-08-13_0945,9701
2017-08-13_1000,9701
2017-08-13_1015,9701
2017-08-13_1030,9701
2017-08-13_1045,9701
2017-08-13_1100,9701
2017-08-13_1115,9700
2017-08-13_1130,9700
2017-08-13_1145,9700
2017-08-13_1200,9700
2017-08-13_1215,9700
2017-08-13_1230,9700
2017-08-13_1245,9700
2017-08-13_1300,9700
2017-08-13_1315,9704
2017-08-13_1330,9704
2017-08-13_1345,9704
2017-08-13_1400,9704
2017-08-13_1415,9704
2017-08-13_1430,9704
2017-08-13_1445,9704
2017-08-13_1500,9704
2017-08-13_1515,9707
2017-08-13_1530,9707
2017-08-13_1545,9707
2017-08-13_1600,9707
2017-08-13_1615,9707
2017-08-13_1630,9707
2017-08-13_1645,9707
2017-08-13_1700,9707
2017-08-13_1715,9707
2017-08-13_1730,9707
2017-08-13_1745,9707
2017-08-13_1800,9707
2017-08-13_1815,9707
2017-08-13_1830,9707
2017-08-13_1845,9707
2017-08-13_1900,9707
2017-08-13_1915,9707
2017-08-13_1930,9707
2017-08-13_1945,9707
2017-08-13_2000,9707
2017-08-13_2015,9707
2017-08-13_2030,9708
2017-08-13_2045,9708
2017-08-13_2100,9708
